name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
GJ 436 b,32,22.1 Earths,10.67,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6534/gj-436-b/,Neptune-like,2004,22.1 Earths,0.372 x Jupiter,0.0291 AU,2.6 days,0.14
GJ 480 b,46,13.2 Earths,11.49,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7673/gj-480-b/,Neptune-like,2020,13.2 Earths,0.33 x Jupiter,0.068 AU,9.6 days,0.1
GJ 486 b,26,2.82 Earths,11.39,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7840/gj-486-b/,Super Earth,2021,2.82 Earths,1.305 x Earth,0.01734 AU,1.5 days,0.05
GJ 504 b,57,4 Jupiters,5.18799,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6535/gj-504-b/,Gas Giant,2013,4 Jupiters,1.16 x Jupiter,43.5 AU,259.9 years,0.0
GJ 536 b,34,5.36 Earths,9.71,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7247/gj-536-b/,Neptune-like,2016,5.36 Earths,2.17 x Earth,0.06661 AU,8.7 days,0.08
GJ 581 b,21,15.8 Earths,10.57,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6536/gj-581-b/,Neptune-like,2005,15.8 Earths,0.366 x Jupiter,0.04061 AU,5.4 days,0.0
GJ 581 c,21,5.5 Earths,10.57,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6537/gj-581-c/,Neptune-like,2007,5.5 Earths,2.21 x Earth,0.0721 AU,12.9 days,0.0
GJ 581 e,21,1.7 Earths,10.57,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6538/gj-581-e/,Super Earth,2009,1.7 Earths,1.17 x Earth,0.02815 AU,3.1 days,0.0
GJ 625 b,21,2.82 Earths,10.066,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7184/gj-625-b/,Super Earth,2017,2.82 Earths,1.49 x Earth,0.078361 AU,14.6 days,0.13
GJ 649 b,34,0.328 Jupiters,9.7,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6539/gj-649-b/,Gas Giant,2009,0.328 Jupiters,1.11 x Jupiter,1.135 AU,1.6 years,0.3
GJ 667 C b,24,5.6 Earths,10.602,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6540/gj-667-c-b/,Neptune-like,2011,5.6 Earths,2.23 x Earth,0.0505 AU,7.2 days,0.13
GJ 667 C c,24,3.8 Earths,10.602,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6541/gj-667-c-c/,Super Earth,2011,3.8 Earths,1.77 x Earth,0.125 AU,28.1 days,0.02
GJ 667 C e,24,2.7 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6542/gj-667-c-e/,Super Earth,2013,2.7 Earths,1.45 x Earth,0.213 AU,62.2 days,0.02
GJ 667 C f,24,2.7 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6543/gj-667-c-f/,Super Earth,2013,2.7 Earths,1.45 x Earth,0.156 AU,39 days,0.03
GJ 667 C g,24,4.6 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6544/gj-667-c-g/,Super Earth,2013,4.6 Earths,1.99 x Earth,0.549 AU,256.2 days,0.08
GJ 674 b,15,11.09 Earths,9.38,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6545/gj-674-b/,Neptune-like,2007,11.09 Earths,0.297 x Jupiter,0.039 AU,4.7 days,0.2
GJ 676 A b,52,6.7 Jupiters,9.58,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6546/gj-676-a-b/,Gas Giant,2010,6.7 Jupiters,1.13 x Jupiter,1.82 AU,2.9 years,0.33
GJ 676 A c,52,6.8 Jupiters,9.58,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7169/gj-676-a-c/,Gas Giant,2016,6.8 Jupiters,1.13 x Jupiter,6.6 AU,20.1 years,0.0
GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6547/gj-676-a-d/,Super Earth,2012,4.4 Earths,1.93 x Earth,0.0413 AU,3.6 days,0.26
GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6548/gj-676-a-e/,Neptune-like,2012,8.1 Earths,0.247 x Jupiter,0.187 AU,35.4 days,0.13
GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7495/gj-682-b/,Super Earth,2014,4.4 Earths,1.93 x Earth,0.08 AU,17.5 days,0.08
GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7496/gj-682-c/,Neptune-like,2014,8.7 Earths,0.258 x Jupiter,0.176 AU,57.3 days,0.1
GJ 685 b,47,9 Earths,9.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7299/gj-685-b/,Neptune-like,2019,9 Earths,0.263 x Jupiter,0.1344 AU,24.2 days,0.0
GJ 687 b,15,17.2 Earths,9.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6549/gj-687-b/,Neptune-like,2014,17.2 Earths,0.385 x Jupiter,0.163 AU,38.1 days,0.17
GJ 687 c,15,16 Earths,9.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7674/gj-687-c/,Neptune-like,2020,16 Earths,0.369 x Jupiter,1.165 AU,2 years,0.4
GJ 720 A b,51,13.64 Earths,9.84,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7903/gj-720-a-b/,Neptune-like,2021,13.64 Earths,0.336 x Jupiter,0.119 AU,19.5 days,0.12
GJ 740 b,36,2.96 Earths,9.22,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7843/gj-740-b/,Super Earth,2021,2.96 Earths,1.53 x Earth,0.029 AU,2.4 days,0.24
GJ 832 b,16,0.68 Jupiters,8.66,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6550/gj-832-b/,Gas Giant,2008,0.68 Jupiters,1.25 x Jupiter,3.56 AU,10 years,0.08
GJ 832 c,16,5.4 Earths,8.66,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6551/gj-832-c/,Neptune-like,2014,5.4 Earths,2.18 x Earth,0.163 AU,35.7 days,0.18
GJ 849 b,29,0.9 Jupiters,10.41,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6552/gj-849-b/,Gas Giant,2006,0.9 Jupiters,1.24 x Jupiter,2.409 AU,5.2 years,0.04
GJ 849 c,29,0.702 Jupiters,10.41,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7897/gj-849-c/,Gas Giant,2014,0.702 Jupiters,1.25 x Jupiter,4.974 AU,19.4 years,0.1
GJ 86 b,35,4.42 Jupiters,6.12,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6570/gj-86-b/,Gas Giant,1999,4.42 Jupiters,1.15 x Jupiter,0.11 AU,15.8 days,0.04
GJ 876 b,15,2.2756 Jupiters,10.16,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6553/gj-876-b/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
GJ 876 c,15,0.7142 Jupiters,10.16,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6554/gj-876-c/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
GJ 876 d,15,6.83 Earths,10.16,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6555/gj-876-d/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
GJ 876 e,15,14.6 Earths,10.16,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6556/gj-876-e/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
GJ 887 b,11,4.2 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7641/gj-887-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
GJ 887 c,11,7.6 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7642/gj-887-c/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
GJ 9066 b,15,30.9 Earths,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7745/gj-9066-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
GJ 9066 c,15,0.22528 Jupiters,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7746/gj-9066-c/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
GJ 9689 b,100,9.65 Earths,11.297,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8017/gj-9689-b/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
GJ 96 b,39,19.66 Earths,9.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7253/gj-96-b/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
GJ 9827 b,97,4.91 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7190/gj-9827-b/,Super Earth,2017,4.91 Earths,1.577 x Earth,0.0188 AU,1.2 days,0.0
